无论如何	foce
英俊沉下僚	seie
猶水之就下	rkpa
綠楊帶雨垂垂重	bfsq
登東皋以舒嘯	bfel
一叢深色花	fnis
蜃散雲收破樓閣	ssdk
馬驕偏避幰	ddem
寵辱憂歡不到情	osdy
山長水闊知何處	jhkm
見與兒童鄰	mrrp
吹縐一池春水	lbfk
歸穿弱柳風	ypvr
江色鮮明海氣涼	iyti
越羅衫袂迎春風	dmpr
正是浴蘭時節動	fjiq
只可自怡悅	laty
蘇維埃政府主席毛澤東	sbhf
鬢雲欲度香腮雪	hdtd
婦啼一何苦	clfs
此後漢所以傾頹也	nric
慨然知已秋	ywqr
設酒殺雞作食	uiwy
回到天上去	nhfh
族與萬物並	orsu
不可以為子	daxv
不使人間造孽錢	detw
李侯有佳句	fesw
思君令人老	jxth
與其在懸崖上展覽千年	rdsq
澹煙疏雨間斜陽	iuvc
取得兩片石	arfd
玉帛云乎哉	gesd
片雲天共遠	tdfh
此誠危急存亡之秋也	nuyc
然後知長短	wrqq
問餘何意棲碧山	kyej
綠水青山枉自多	bkhr
大軍縱橫馳奔	gybg
自富陽至桐廬一百許裡	tocp
左列鍾銘右謗書	sdwx
黃鸝隔故宮	sfco
材木不可勝用	ffdt
美要眇兮宜修	udme
樂歲終身飽	enby
無乃傷清白	qvee
楚左尹項伯者	fsxh
憐君如弟兄	yxcl
朝菌不知晦朔	dsdu
引以為流觴曲水	vxok
且夫水之積也不厚	mgks
虹殘水照斷橋樑	kdkf
柘彈何人發	fveb
把酒酹滔滔	aigi
公道世間唯白髮	tuhh
美酒成都堪送老	uidh
料得年年斷腸處	prqm
今日得寬餘	tjry
題詩寄與水曹郎	juoo
盡從勤裡得	xrgr
人間隨處有乘除	tkcc
夏木陰陰正可人	dfct
今我何功德	tqer
此亦一是非	npfl
猶其有四體也	rdsc
一夕高樓月	frow
驪山北構而西折	djua
芙蓉芍藥皆嫫母	sssb
星河一道水中央	jifk
試看天地翻覆	utfd
季文子三思而後行	rpvr
當壚仍是卓文君	nhex
天下之窮民而無告者	faph
海客無心隨白鷗	ioqg
山花如繡草如茵	jscs
萬里故園心	skdy
去似朝雲無覓處	hedm
則蘧蘧然周也	mssc
陟嶽麓峰頭	cjff
一別二十年	flsq
雖無絲竹管絃之盛	lqbd
大寒雪未消	godi
人不厭其言	tdsu
倚南窗以寄傲	edpe
苟志於仁矣	shov
彩雲長在有新天	edhf
讀書萬卷不讀律	uxsr
葉底黃鸝一兩聲	sush
猿鳴三聲淚沾裳	rlfn
簞食壺漿以迎王師	qyhy
醉笑陪公三萬場	gqch
是以生為本	jxwf
會於會稽山陰之蘭亭	toto
民物命何以立	cwyi
西北有浮雲	dusd
小麥覆隴黃	mdds
人生看得幾清明	twtj
三年無改於父之道	fqqu
富貴非吾願	olls
把志氣奮發得起	ahqd
恭寬信敏惠	soeg
無事小神仙	qame
為下必因川澤	oayi
司空見慣渾閒事	vpma
豈餘心之可懲	jyyr
應念未歸人	utht
歲月忽已晚	nwwj
到那時使吾眼睜睜看汝死	hvjd
喧然名都會	lwrt
國中無地無時不可以死	nlqd
僕伕悲餘馬懷兮	eelt
君子生非異也	xvwc
弄妝梳洗遲	gxfb
卮酒安足辭	eioe
庭前芍藥妖無格	uusf
馨香盈懷袖	hrvp
斯文定有攸歸	dpoy
號東坡居士	lfhh
無以故滅命	qxdy
千匝萬周無已時	wgsj
遂與外人間隔	urrc
上疆場彼此彎弓月	kvhw
久要不忘平生之言	yddu
何處哀箏隨急管	emoq
一片傷心畫不成	fted
千騎擁高牙	wdah
回首峰巒入莽蒼	nujs
潮去潮來洲渚春	ihig
陶令不知何處去	ctdh
羅帶同心結未成	mskd
聖賢道何以傳	asue
我們都互相致意	qehi
惡乎知君子小人哉	fqqd
古者富貴而名摩滅	dhoi
月落錦屏虛	wswm
仙人有待乘黃鶴	etsy
且將新火試新茶	mxis
以不忍人之心	xdby
重湖疊巘清嘉	qijh
三萬六千場	fsoh
一日思親十二時	fjjj
十五彈箜篌	dfvq
夜深知雪重	oiqq
春遠獨柴荊	ghrs
把意念沉潛得下	aita
其他可能也	deac
孔子得意門生	vvrw
涼生為室空	iwop
櫚庭多落葉	furs
自反而不縮	tesb
最可惜一片江山	jayj
十六誦詩書	doux
春雪滿空來	gdid
江城如畫裡	ihcp
滔滔者天下皆是也	iihc
畫橋南畔倚胡床	xfdu
何理不可得	egdr
紅花初綻雪花繁	bspq
自喻適志與	tlor
佳木秀而繁陰	efrc
是以君子遠庖廚也	jxxc
自笑平生為口忙	tqhy
送劉貢甫謫官衡陽	utfc
在我的心頭盪漾	sqei
風搖青玉枝	rahf
不如須臾之所學也	dctc
新月如佳人	iwct
露滌鉛粉節	diwq
世胄躡高位	hkne
而蒙世俗之塵埃乎	sshq
花面交相映	sgoj
小山重疊金明滅	mjqi
十四學裁衣	dnro
建安十九年	xodq
實幹興邦空談誤國	odrn
小人之過也必文	mtpp
謹拜表以聞	uthk
落花時節讀華章	ssji
而後人毀之	srtp
然而不王者	wsdh
上樞密韓太尉書	kfox
是以聖人後其身而身先	jxaw
左旋右轉不知疲	sosp
山青花欲燃	jhsu
一夜飛度鏡湖月	fobw
全軍覆沒也	tydc
水風空落眼前花	krps
太極悠然可會	gfet
抑汝能之乎	aivq
鄰曲時時來	pkjd
遍海角天涯	iiyi
與其不孫也	rddc
回車叱牛牽向北	nglu
不如登高之博見也	dcbc
先帝創業未半	wotu
貌恭而不心服	yssw
三十一年還舊國	fdfn
水如一匹練	kcfb
為綠蔭重複單調的歌曲	obsk
乘舲船余上沅兮	rqqt
生死不相離	wddp
妾願隨君行	iscr
教者必以正	hhyf
青天削出金芙蓉	hfms
廬山東南五老峰	ujfj
千里無人煙	wkqu
無昭昭之明	qjjj
蕩搖浮世生萬象	saiy
流到瓜洲古渡頭	ihqf
奸官汙吏虐民可以死	coid
江漢春風起	iigd
永夜月同孤	oowv
波光裡的豔影	impj
用之所趨異也	tpic
天災可以死	fvad
天下雲集響應	fadu
子非三閭大夫與	vlfr
今之從政者殆而	tprs
他鄉勝故鄉	evwv
今日何日兮	tjet
吾從而師之	frsp
取諸人以為善	autu
櫻桃千萬枝	ffwf
無以人滅天	qxtf
不知老之將至云爾	dqhf
故園今夜裡	dntp
峨眉邈難匹	jbyh
人得而誅之	trsp
子張學幹祿	vvru
為高必因丘陵	ooyc
然後知輕重	wrqq
風如拔山怒	rcac
五陵衣馬自輕肥	fcow
群仙出沒空明中	xexl
世事一場大夢	hafs
長懷賈傅井依然	hydw
予不得已也	cdrc
蜷局顧而不行	kbir
雄兔腳撲朔	sywu
又恰像颱風掃寰宇	byeo
故天將降大任於是人也	dfxc
北京中華書局	uolb
疏雨滴梧桐	vdif
橫中流兮揚素波	flii
回首見旌旗	numo
恢恢乎其於遊刃必有餘地矣	yyqv
望崦嵫而勿迫	ujje
正西風落葉下長安	fdro
君子恥其言而過其行	xvar
綠葉成陰子滿枝	bsdf
依依似君子	eeev
來著猶可追	dsry
登赫曦臺上	bhjk
不知園裡樹	dqnf
竹徑通幽處	qrbm
虹裳霞帔步搖冠	kndy
照耀如雪天	jmcf
葉下洞庭初	saip
路遠莫致之	nhsp
盜賊可以死	imad
異日圖將好景	jjnj
絕不學痴情的鳥兒	bdrr
江上早聞齊和聲	ikjh
沐猴而冠帶	irss
天上取樣人間織	fkab
戰士指看南粵	lhar
後二十五年	rsdq
誤落塵網中	usil
雲散月明誰點綴	dswb
白雲明月吊湘娥	edjc
天下之善士	faph
荷衣兮蕙帶	sots
黃衣使者白衫兒	soer
自去自來堂上燕	thts
所思在遠道	ijsu
吾誠願與汝相守以死	fusd
誰見幽人獨往來	umjd
臣聞求木之長者	skfh
江邊踏青罷	itnm
老樹著花無醜枝	hfsf
歌曲動寒川	akqq
何莫學夫詩	esru
我亦是行人	qpjt
第以今日事勢觀之	qxtp
自行束脩以上	trfk
窗下有清風	pasr
櫻花永巷垂楊岸	fsoj
無地不相宜	qhdo
萬里共清輝	sksm
萬里長空且為忠魂舞	skhq
沉默是今晚的康橋	injf
燈火下樓臺	uuah
重疊高低滿小園	qjon
賤妾何聊生	miew
逸居而無教	ybsh
若個是真梅	sejf
一鄉之善士	fvph
雌兔眼迷離	nymp
閉戶不能出	kidx
攀桂仰天高	ffeo
聞君有兩意	kxsi
借問瘟君欲何往	ekpr
光彩露沾溼	medi
又未嘗不可呢	bhnl
當年萬里覓封侯	nqse
歲晏有餘糧	njsp
重與細論文	qrbp
花竹有和氣	sqsq
每假借於藏書之家	qeeo
仁在其中矣	esdv
尋章摘句老鵰蟲	xiak
君子博學而日參省乎己	xvdb
威天下不以兵革之利	dfar
眼前無長物	muqw
此志常覬豁	nhno
元氣淋漓障猶溼	fqii
生民百遺一	wcdf
下必有甚焉者矣	aysv
同向春風各自愁	krgr
望今後有遠行	utrr
墨出青松煙	nxhu
刻唐賢今人詩賦於其上	ousk
池上芙蕖淨少情	iksy
一宵冷雨葬名花	foss
不見定王城舊處	dmom
高臺西北望	ohdu
野芳發而幽香	ksbr
日破雲濤萬里紅	jddb
三顧臣於草廬之中	fisl
又有清流激湍	bsii
雖有千里之能	lswv
莫言名與利	surr
豈有貝闕藏珠宮	jsmo
循牆繞柱覓君詩	rxbu
吾幸而得汝	fhsi
等閒驚破紗窗夢	qkss
市南門外泥中歇	odkj
雲外一聲雞	drfe
閣下燈前夢	kaus
豈如春色嗾人狂	jcgr
敏以求之者也	qxfc
直從萌芽拔	drsa
來吾道夫先路	dfun
色厲而內荏	ysss
與日月兮同光	rjwm
何故深思高舉	edir
一句十回吟	fwdl
帝鄉不可期	ovdd
因難始見能	nscv
耿吾既得此中正	afxf
適與野情愜	orky
劇韻新篇至	miih
春江浩蕩暫徘徊	giir
顛連直接東溟	dgdi
樂天者保天下	efha
太上不辱先	gkdw
風飄飄而吹衣	rddo
名利是身仇	rrje
君子無終食之間違仁	xvqe
正月十六夜	fwdo
北邙山頭少閒土	uujh
禁鍾驚睡覺	fwsr
江南春絕句	idgw
道聽而途說	uasu
嬌痴不怕人猜	cpdr
鈿瓔累累佩珊珊	wgjg
忽見千帆隱映來	wmwd
暮宿黃河邊	sost
盜亦有道乎	ipsq
自三峽七百里中	tfjl
操千曲而知音	awki
高漸離擊築	oipq
見面憐清瘦	mgyp
掘井九仞而不及泉	asye
相思則披衣	fjmo
不敢稍逾約	dvrb
文王發政施仁	pgbe
夏蟲不可以語於冰者	dkdh
當風揚其灰	nras
滅六國者六國也	ionc
但使願無違	eesc
系向牛頭充炭直	qrwd
暗風吹雨入寒窗	jrlp
睫在眼前長不見	msmm
窮通行止長相伴	pbre
一年一年老去	fqfh
源不深而望流之遠	idih
徒使兩地眼成穿而骨化石	refd
今日吾與汝幸雙健	tjfe
鳥宿蘆花裡	rosp
長安大道橫九天	hogf
長看天西萬疊青	htfh
出自苧蘿山	xtsj
盡是洛陽人舊墓	xjis
可以賦新詩	axmu
林空鹿飲溪	fpii
材與不材之間	frdk
好著丹青圖畫取	cswa
如花不待春	csdg
寧廉潔正直	ouid
和衣睡倒人懷	romy
家田輸稅盡	ojgx
臨大節而不可奪也	sgqc
落日心猶壯	sjyx
憑割斷愁絲恨縷	sovb
有名萬物之母	srsb
何如月下傾金罍	ecwj
更有潺潺流水	fsik
曾為梅花醉幾場	uofh
物物而不物於物	wwsw
常有高猿長嘯	nsol
邦有道則仕	dsue
其真不知馬也	dddc
八十始得歸	tdcy
各勉日新志	eyjh
僧房宿有期	eiod
隴饌有熊臘	cysw
驚退萬人爭戰氣	svsq
懷抱觀古今	yast
僧是愚氓猶可訓	ejku
君子之學也	xvpc
一陂春水繞花身	fcgw
塗山寺獨遊	ijho
愛汝玉山草堂靜	eigh
放浪形骸之外	oifr
畏天者保其國	jfhn
妖為鬼蜮必成災	cowv
汝不能捨吾	idvf
欲寄兩行迎爾淚	tofi
自其不變者而觀之	tddp
荷花羞玉顏	ssup
東家有賢女	fosc
一夫作難而七廟隳	fgec
如日月之食	cjwy
讀書有味身忘老	uxsh
而莫知無用之用也	ssqc
東臨碣石以觀滄海	fsdi
一馬二僕伕	fdse
吾令羲和弭節兮	ftut
況是青春日將暮	ijhs
野徑行無伴	krre
行不忍人之政	rdbf
健如黃犢走復來	ecsd
非夫人之為慟而誰為	lgto
夫子喟然嘆曰	gvlj
暗塵隨馬去	jich
在星輝斑斕裡放歌	sjma
其時時於夢中得我乎	djjq
聖人不得已而用之	atdp
在彼不在此	srdn
山僧年九十	jeqd
蕭蕭梧葉送寒聲	ssfh
直出浮雲間	dxik
一言而喪邦	fusd
銀漢秋期萬古同	wirk
你記得也好	eurc
亦自是一家	ptjo
汝幸而偶我	ihsq
有草名含羞	ssru
九州道路無豺虎	yium
齊彭殤為妄作	ohde
小人不知天命而不畏也	mtdc
老妻畫紙為棋局	hdxb
必有可觀者焉	ysaf
一章三遍讀	fifu
寂然坐空林	owtf
乃在大海南	vsgd
莫為霜臺愁歲暮	sods
磊落星月高	dsjo
箕子為之奴	qvoc
家信墨痕新	oeni
穠李雪開歌扇掩	rfda
道亦樂得之	upep
人之所欲也	tpic
高秋爽氣相鮮新	orgi
老樹空庭得	hfpr
萬事浮雲過太虛	saim
少年心事當拏雲	mqyd
藍水遠從千澗落	skhs
向來吟橘頌	rdlt
風吹曠野紙錢飛	rljb
豈不罹凝寒	jdmo
只緣一曲後庭花	lbfs
白菘類羔豚	espw
鷦鷯巢於深林	wgvf
審容膝之易安	opwo
不願論簪笏	dsuq
行樂及時時已晚	revj
終乎為聖人	bqot
人間本無事	tkfa
何為則民服	eomw
剛健含婀娜	ketc
月明船笛參差起	wjqd
千葉綠雲委	wsbr
狗彘食人食而不知檢	rbyf
孤山園裡麗如妝	vjnx
梅實迎時雨	fotd
知是故人來	qjdd
跪敷衽以陳辭兮	nfpt
萬戶千門成野草	siws
試問古來幾曾見破鏡能重圓	ukdn
且欲與常馬等不可得	mtrr
吹簫間笙簧	lqkq
低頭一拜屠羊說	effu
桃源人家易制度	fitu
唯不上東樓	ldkf
大王意氣盡	ggix
朝發枉渚兮	dbft
故非有志者不能至也	dlsc
蜀酒濃無敵	miio
且持夢筆書奇景	masj
庭前八月梨棗熟	uuto
量入以為出	jrxx
四面無附枝	ngqf
龍頭舴艋吳兒競	ifqi
蒙羞被好兮	supt
郢人立不失容	ltip
窈窕豔城郭	ppjo
覓花來渡口	esdl
渴不飲盜泉	idye
萬里故鄉情	skdy
鄰國之民不加少	pnpm
致君堯舜知無術	hxhr
伍相廟邊繁似雪	efud
皇覽揆餘初度兮	esat
心寧累自息	yojt
憂來其如何	ddde
山水含清暉	jktj
不可以為人	daxt
翩翩兩騎來是誰	iifu
黃州寒食詩帖	siom
手指不可屈伸	tade
使內外異法也	ekrc
舉頭聞鵲喜	rfkh
盡堊而鼻不傷	xfse
中心有通理	lysg
夜來風葉已鳴廊	odru
出海初弄色	xipy
驚風飄白日	srdj
摘來沽酒君肯否	adid
是使民養生喪死無憾也	jecc
高自毫末始	otoc
無名天地之始	qrfc
寄言立身者	ouih
遍繞籬邊日漸斜	ibqt
不必取長途	dyat
昨日文小姐	jjpc
誰念幽寒坐嗚呃	utjl
青山繚繞疑無路	hjbn
芳菲歇去何須恨	ssjy
桃花淨盡菜花開	fsik
外累由心起	rjkd
君子可逝也	xvac
一可以為法則	faxm
反第一次大圍剿	eqfv
亦可以為成人矣	paxv
舜不告而娶	edwa
雲居寺孤桐	dbhf
齊吳榜以擊汰	olfi
江水綠如藍	ikbs
長無絕兮終古	hqbd
今日水猶寒	tjko
李憑中國彈箜篌	fslq
春去秋來不相待	ghrr
亦若是則已矣	psjv
八千歲為秋	twnr
重碧拈春酒	qgai
相去萬餘里	fhsk
子路問君子	vnkv
平生風義兼師友	hwrs
人生若要常無事	twsa
攜杖來追柳外涼	afdi
生亦我所欲	wpqt
側身天地更懷古	ewfd
其真無馬邪	ddqh
算人間知己吾和汝	qtki
端居一院中	ibfl
傅說舉於版築之間	eurk
人生寄一世	twoh
爾獨何辜限河梁	frei
文王事昆夷	pgag
廬山謠寄盧侍御虛舟	ujuq
且飲美酒登高樓	myuf
庭下如積水空明	uacj
糟粕所傳非粹美	ppiu
大孝終身慕父母	ghbb
一字至七字詩	fohu
牛困人飢日已高	wnto
好峰隨處改	cjcb
清晨散馬蹄	ijsn
照花前後鏡	jsuw
思君若汶水	jxsk
根不固而求木之長	fdnh
花開又花落	skbs
二十萬軍重入贛	sdsi
是魚之樂也	jtpc
漫貪嬉戲思鴻鵠	itcw
此率獸而食人也	nolc
飛龍兮翩翩	biti
過盡行人君不來	nxrd
小徑穿叢篁	mrpq
援北斗兮酌桂漿	ausx
由來非一朝	kdld
迴雪飄颻轉蓬舞	nddq
強秦之所以不敢加兵於趙者	vgph
茅屋四五間	sbnk
無人爭曉渡	qtei
可以彈素琴	axvg
清歌一曲梁塵起	iafd
細雨無人我獨來	bdqd
吾今不能見汝矣	ftdv
當仁不讓於師	nedy
以其存心也	xdsc
愈知宇宙寬	tqoo
看花上酒船	tskq
是以君子不為也	jxxc
一國之善士	fnph
隔岸風聲狂帶雨	cjrd
山月不知心裡事	jwda
井蛙不可以語於海者	skdh
今天下三分	tfat
笙歌歸院落	qays
悠悠滄海情	eeiy
月給亦有餘	wbpy
燈火萬家城四畔	uusj
先帝不以臣卑鄙	wodl
雖體解吾猶未變兮	lmyt
楚山橫地出	fjfx
朝服而立於阼階	dwsc
人家在何許	tosu
霜落熊升樹	dsvf
一株青玉立	ffhi
無人不道看花回	qtdn
請君莫奏前朝曲	uxsk
潮落江平未有風	isir
人各有偏好	tesc
已訝衾枕冷	buts
九日黃花酒	yjsi
惡紫之奪朱也	fnpc
與浩初上人同看山寄京華親故	ripd
晨起開門雪滿山	jdkj
道非身外更何求	ulwf
惡在其為民父母也	fsdc
對酒當歌歌不成	nind
安求其能千里也	ofdc
雙雙金鷓鴣	wwwd
浩蕩寄南征	isor
無恆產而有恆心者	qyph
復見窗戶明	rmpj
一時今夕會	fjtt
君子亦有窮乎	xvpq
貧村才數家	tfao
中書夜直夢忠州	lxoi
雕眄青雲睡眼開	wmhk
桃源只在鏡湖中	fill
飄颻兮若流風之迴雪	detd
江娥啼竹素女愁	iclr
雪晴雲淡日光寒	djdo
山川奇氣曾鍾此	jqgn
西山蘭若試茶歌	djsa
還知一勺可延齡	mqfm
嫋嫋涼風起	ccid
中有銀河傾	lswe
必先斯四者	ywdh
古來存老馬	ddsd
安得壯士挽天河	orxi
池上秋又來	ikrd
吹綠日日深	lbji
輕紅擘荔枝	gbbf
日長飛絮輕	jhbg
秦王使使者告趙王	ggeg
兩顆梨須手自煨	fjru
善萬物之得時	uswj
陶盡門前土	cxkh
明年花開時	jqsj
有孫母未去	svbh
懷佳人兮不能忘	yetu
看取眉頭鬢上	tabk
遙看漢水鴨頭綠	wtib
莫把聰明付蠹蟲	saak
宜陽城下草萋萋	ochs
其斯之謂與	ddpr
亭亭五丈餘	oofy
長吟愁鬢斑	hlrg
鱗鱗居大廈	ttbu
樂莫樂兮新相知	eseq
大雪江南見未曾	gdiu
馬思邊草拳毛動	djtq
澗水東流復向西	ikfd
江城子密州出獵	ihvr
蒼茫雲霧浮	ssdi
臨清流而賦詩	siiu
民斯為下矣	cdov
向前敲瘦骨	ruom
石瀨兮淺淺	diti
前言戲之耳	uuma
休對故人思故國	endn
膠鬲舉於魚鹽之中	wfrl
影落清波十里紅	jsib
君子於其言	xvou
小隱入丘樊	mcrf
十七為君婦	daoc
春風朝夕起	grdd
猿聲依舊愁	rher
是時心境閒	jjyk
不見萱草花	dmss
曲終人散空愁暮	kbts
往往飛花落洞庭	rrbu
巴東三峽巫峽長	cffh
猶自帶銅聲	rtsh
果然石門開	jwdk
非琴不是箏	lgdq
早秋曲江感懷	jrky
悽愴摧心肝	yyaw
花之隱逸者也	spcc
荔枝新熟雞冠色	sfiy
或植杖而耘耔	gffd
不怨勝己者	drwh
葉公問孔子於子路	stkn
哽咽不能語	lldu
侮聖人之言	eatu
士見危致命	hmyy
蔭此百尺條	snde
人告之以有過	twpn
使天下之人	efat
亦將有感於斯文	pxsp
憂來豁矇蔽	ddos
德不厚而思國之安	rdso
秋庭不掃攜藤杖	rudf
以彼徑寸莖	xrrs
故歲今宵盡	dntx
以諮諏善道	xuuu
此時瞻白兔	njmy
一詩千改始心安	fuwo
一從大地起風雷	frgd
衣沾不足惜	oidy
二月二日江上行	swsr
看龍舟兩兩	tiqf
養生喪死無憾	uwdy
疑是人間疾苦聲	rjth
青松傲骨定如山	hfej
君子惠而不費	xvgv
香稻啄餘鸚鵡粒	rrlp
興廢由人事	ruka
上古有大椿者	kdsh
良辰與美景	osrj
餘不忍為此態也	ydbc
最下腐刑極矣	jauv
輮使之然也	gepc
擇師而教之	aysp
潛龍鬚待一聲雷	iihd
都是橫戈馬上行	hjfr
合肥巷陌皆種柳	ywsf
都是人間城郭	hjto
船容與而不進兮	qprt
每到驛亭先下馬	qhdd
莫須驚白鷺	stsn
物有所不足	wsin
沁園春長沙	ingi
自雲手種時	tdtj
碧梧棲老鳳凰枝	gfff
斥鷃每聞欺大鳥	ejqr
十二街如種菜畦	dsrj
懷良辰以孤往	yosr
寒衣針線密	oowo
唯夢閒人不夢君	lskx
萬古一長嗟	sdfl
比干諫而死	rhud
清渠一邑傳	iife
往者不可追	rhdy
使君與操耳	exra
安能以身之察察	ovxo
以御今之有	xrts
則哀矜而勿喜	moch
幽徑獨行迷	jrrp
春晚綠野秀	gjbr
則較死為苦也	mgdc
何不淈其泥而揚其波	edii
黃河萬里觸山動	sisq
籬落疏疏一徑深	qsvi
菊花何太苦	sses
貂裘換酒也堪豪	yfao
功成理定何神速	fdgf
鐘鼓云乎哉	whsd
俸錢萬六千	ewsw
楊花繞江啼曉鶯	fsbu
山上層層桃李花	jkbs
屬予作文以記之	bcep
秋江鱗甲生	ritw
唯向天竺山	lrfj
春秋多佳日	grrj
曲池蔭高樹	kisf
速在推心置人腹	fsaw
人謂之不死	tupd
人之有道也	tpsc
不得中顧私	drlr
樓觀岳陽盡	fsex
迢迢新秋夕	bbir
當年拼卻醉顏紅	nqab
便有精生白骨堆	esph
智有所不明	qsij
亭亭月將圓	oown
蘆葦晚風起	ssjd
同心而離居	kysb
名編壯士籍	rbxq
飲冰復食櫱	ysrx
欲與王為好	trgc
不知老將至	dqhh
天工與清新	ffri
拆桐花爛漫	afsi
難更與人同	sfrk
子在齊聞韶	vsoi
水中月色長不改	klwb
煌煌祖宗業	uuun
浪淘沙北戴河	iiii
去關市之徵	hkor
故君子莫大乎與人為善	dxvu
每逢佳處輒參禪	qeeu
不以千里稱也	dxwc
蚓無爪牙之利	kqer
漢水接天回	ikan
風塵三尺劍	rifr
朝辭華夏彩雲間	desk
西江月井岡山	diwj
山林與城市	jfro
稚子敲針作釣鉤	rvow
腰鼓百面春雷發	whdb
採之慾遺誰	aptu
夕露沾我衣	rdio
不如是之甚也	dcjc
江鳥飛入簾	irbq
相如請得以頸血濺大王矣	fcuv
溘埃風餘上徵	ihrr
而離散不相見	spsm
