㐄	㐄 㐄󠄀 㐄󠄁 㐄󠄂
麭	麭 麭󠄂 麭󠄃 麭󠄄
麮	麮 麮󠄁 麮󠄂
麰	麰 麰󠄁 麰󠄂
麻	麻 麻󠄂 麻󠄃
麼	麼 麼󠄁 麼󠄂
麽	麽 麽󠄁 麽󠄂
麾	麾 麾󠄁 麾󠄂
麿	麿 麿󠄂 麿󠄃
黂	黂 黂󠄀 黂󠄁
黄	黄 黄󠄁 黄󠄂
黈	黈 黈󠄁 黈󠄂
黋	黋 黋󠄁 黋󠄂
黌	黌 黌󠄂 黌󠄃
黎	黎 黎󠄁 黎󠄂
黐	黐 黐󠄁 黐󠄂
黔	黔 黔󠄁 黔󠄂
默	默 默󠄁 默󠄂
黛	黛 黛󠄂 黛󠄃
黜	黜 黜󠄁 黜󠄂
黝	黝 黝󠄁 黝󠄂
點	點 點󠄁 點󠄂
黠	黠 黠󠄁 黠󠄂
黥	黥 黥󠄁 黥󠄂
黨	黨 黨󠄁 黨󠄂
黯	黯 黯󠄁 黯󠄂 黯󠄃
黳	黳 黳󠄀 黳󠄁
黴	黴 黴󠄁 黴󠄂
黷	黷 黷󠄁 黷󠄂
黹	黹 黹󠄁 黹󠄂 黹󠄃
黻	黻 黻󠄁 黻󠄂
黼	黼 黼󠄁 黼󠄂
黽	黽 黽󠄁 黽󠄂
鼂	鼂 鼂󠄁 鼂󠄂
鼃	鼃 鼃󠄁 鼃󠄂
鼅	鼅 鼅󠄀 鼅󠄁
鼇	鼇 鼇󠄁 鼇󠄂 鼇󠄃
鼈	鼈 鼈󠄃 鼈󠄄 鼈󠄅 鼈󠄆 鼈󠄇
鼏	鼏 鼏󠄁 鼏󠄂
鼐	鼐 鼐󠄁 鼐󠄂
鼒	鼒 鼒󠄁 鼒󠄂
鼕	鼕 鼕󠄁 鼕󠄂
鼖	鼖 鼖󠄁 鼖󠄂
鼛	鼛 鼛󠄁 鼛󠄂 鼛󠄃
鼢	鼢 鼢󠄁 鼢󠄂
鼥	鼥 鼥󠄀 鼥󠄁
鼨	鼨 鼨󠄀 鼨󠄁
鼩	鼩 鼩󠄀 鼩󠄁
鼬	鼬 鼬󠄁 鼬󠄂
鼮	鼮 鼮󠄀 鼮󠄁
鼱	鼱 鼱󠄁 鼱󠄂 鼱󠄃
鼲	鼲 鼲󠄁 鼲󠄂
鼴	鼴 鼴󠄁 鼴󠄂
鼹	鼹 鼹󠄁 鼹󠄂
鼺	鼺 鼺󠄁 鼺󠄂
鼻	鼻 鼻󠄂 鼻󠄃
鼾	鼾 鼾󠄁 鼾󠄂
齊	齊 齊󠄂 齊󠄃
齋	齋 齋󠄂 齋󠄃 齋󠄄 齋󠄅 齋󠄆
齍	齍 齍󠄀 齍󠄁
齎	齎 齎󠄂 齎󠄃
齏	齏 齏󠄁 齏󠄂
齖	齖 齖󠄁 齖󠄂
齠	齠 齠󠄁 齠󠄂
齧	齧 齧󠄂 齧󠄃 齧󠄄
齶	齶 齶󠄁 齶󠄂
龍	龍 龍󠄃 龍󠄄 龍󠄅 龍󠄆 龍󠄇 龍󠄎
龏	龏 龏󠄁 龏󠄄
龐	龐 龐󠄁 龐󠄂
龑	龑 龑󠄁 龑󠄂
龓	龓 龓󠄀 龓󠄁
龔	龔 龔󠄁 龔󠄂
龕	龕 龕󠄁 龕󠄂
龘	龘 龘󠄀 龘󠄁
龜	龜 龜󠄂 龜󠄃 龜󠄄 龜󠄅 龜󠄆 龜󠄉
龝	龝 龝󠄂 龝󠄃 龝󠄄 龝󠄅
龬	龬 龬󠄀 龬󠄁
鿆	鿆 鿆󠄁 鿆󠄂
﨎	﨎 﨎󠄁 﨎󠄂
﨑	﨑 﨑󠄂 﨑󠄃
﨓	﨓 﨓󠄁 﨓󠄂
﨟	﨟 﨟󠄁 﨟󠄂 﨟󠄃
﨤	﨤 﨤󠄂 﨤󠄃 﨤󠄄 﨤󠄅 﨤󠄆 﨤󠄇
﨧	﨧 﨧󠄁 﨧󠄂
𠀀	𠀀 𠀀󠄀 𠀀󠄁 𠀀󠄂
𠀋	𠀋 𠀋󠄁 𠀋󠄃
𠁁	𠁁 𠁁󠄀 𠁁󠄂 𠁁󠄃
𠁅	𠁅 𠁅󠄀 𠁅󠄁
𠁊	𠁊 𠁊󠄀 𠁊󠄁
𠂢	𠂢 𠂢󠄁 𠂢󠄂
𠃤	𠃤 𠃤󠄀 𠃤󠄁
𠄌	𠄌 𠄌󠄀 𠄌󠄁
𠄢	𠄢 𠄢󠄀 𠄢󠄁
𠅞	𠅞 𠅞󠄀 𠅞󠄁
𠆻	𠆻 𠆻󠄀 𠆻󠄁
𠇾	𠇾 𠇾󠄀 𠇾󠄁
𠈷	𠈷 𠈷󠄀 𠈷󠄁
𠉕	𠉕 𠉕󠄀 𠉕󠄁
𠋬	𠋬 𠋬󠄀 𠋬󠄁
𠌘	𠌘 𠌘󠄀 𠌘󠄁
𠌫	𠌫 𠌫󠄁 𠌫󠄂 𠌫󠄃
𠎹	𠎹 𠎹󠄀 𠎹󠄁
𠏹	𠏹 𠏹󠄁 𠏹󠄂
𠑗	𠑗 𠑗󠄀 𠑗󠄁
𠒖	𠒖 𠒖󠄀 𠒖󠄁
𠔉	𠔉 𠔉󠄁 𠔉󠄂
𠔥	𠔥 𠔥󠄀 𠔥󠄁 𠔥󠄂 𠔥󠄃 𠔥󠄄 𠔥󠄅 𠔥󠄈
𠕀	𠕀 𠕀󠄀 𠕀󠄁
𠕋	𠕋 𠕋󠄀 𠕋󠄁 𠕋󠄂
𠘯	𠘯 𠘯󠄀 𠘯󠄁
𠚣	𠚣 𠚣󠄀 𠚣󠄁
𠛉	𠛉 𠛉󠄀 𠛉󠄁
𠛮	𠛮 𠛮󠄀 𠛮󠄁
𠛹	𠛹 𠛹󠄀 𠛹󠄁
𠠇	𠠇 𠠇󠄁 𠠇󠄂
𠣥	𠣥 𠣥󠄀 𠣥󠄁
𠤤	𠤤 𠤤󠄀 𠤤󠄁
𠦄	𠦄 𠦄󠄁 𠦄󠄂
𠨧	𠨧 𠨧󠄀 𠨧󠄁
𠫓	𠫓 𠫓󠄁 𠫓󠄂
𠫤	𠫤 𠫤󠄀 𠫤󠄁
𠭣	𠭣 𠭣󠄀 𠭣󠄁
𠭯	𠭯 𠭯󠄀 𠭯󠄁
𠮓	𠮓 𠮓󠄀 𠮓󠄁
𠮱	𠮱 𠮱󠄀 𠮱󠄁
𠯌	𠯌 𠯌󠄀 𠯌󠄁
𠱐	𠱐 𠱐󠄀 𠱐󠄁
𠵅	𠵅 𠵅󠄁 𠵅󠄂
𠵊	𠵊 𠵊󠄀 𠵊󠄁
𠶮	𠶮 𠶮󠄀 𠶮󠄁
𠶷	𠶷 𠶷󠄀 𠶷󠄁
𠶸	𠶸 𠶸󠄀 𠶸󠄁
𠷔	𠷔 𠷔󠄀 𠷔󠄁
𠷰	𠷰 𠷰󠄀 𠷰󠄁
𠻛	𠻛 𠻛󠄀 𠻛󠄁
𠿋	𠿋 𠿋󠄀 𠿋󠄁
𠿕	𠿕 𠿕󠄀 𠿕󠄁
𡄻	𡄻 𡄻󠄀 𡄻󠄁
𡉴	𡉴 𡉴󠄁 𡉴󠄂
𡉵	𡉵 𡉵󠄀 𡉵󠄁
𡊏	𡊏 𡊏󠄀 𡊏󠄁
𡊙	𡊙 𡊙󠄀 𡊙󠄁
𡊥	𡊥 𡊥󠄀 𡊥󠄁
𡋳	𡋳 𡋳󠄀 𡋳󠄁
𡌛	𡌛 𡌛󠄁 𡌛󠄂
𡌨	𡌨 𡌨󠄀 𡌨󠄁
𡍩	𡍩 𡍩󠄀 𡍩󠄁
𡍮	𡍮 𡍮󠄀 𡍮󠄁
𡑞	𡑞 𡑞󠄀 𡑞󠄁
𡑟	𡑟 𡑟󠄀 𡑟󠄁
𡑭	𡑭 𡑭󠄁 𡑭󠄂
𡓤	𡓤 𡓤󠄀 𡓤󠄁
𡕒	𡕒 𡕒󠄀 𡕒󠄁
𡕖	𡕖 𡕖󠄀 𡕖󠄁
𡕩	𡕩 𡕩󠄀 𡕩󠄁
𡗒	𡗒 𡗒󠄀 𡗒󠄁
𡘆	𡘆 𡘆󠄀 𡘆󠄁
𡜆	𡜆 𡜆󠄁 𡜆󠄂
𡝤	𡝤 𡝤󠄀 𡝤󠄁
𡢘	𡢘 𡢘󠄀 𡢘󠄁
𡣪	𡣪 𡣪󠄀 𡣪󠄁
𡧈	𡧈 𡧈󠄀 𡧈󠄁
𡧱	𡧱 𡧱󠄀 𡧱󠄁
𡨋	𡨋 𡨋󠄀 𡨋󠄁 𡨋󠄂
𡪢	𡪢 𡪢󠄀 𡪢󠄁
𡬶	𡬶 𡬶󠄀 𡬶󠄁
𡭎	𡭎 𡭎󠄀 𡭎󠄁
𡯭	𡯭 𡯭󠄀 𡯭󠄁
𡰒	𡰒 𡰒󠄀 𡰒󠄁
𡰱	𡰱 𡰱󠄀 𡰱󠄁
𡶡	𡶡 𡶡󠄁 𡶡󠄂
𡷤	𡷤 𡷤󠄀 𡷤󠄁
𡷦	𡷦 𡷦󠄀 𡷦󠄁
𡼙	𡼙 𡼙󠄀 𡼙󠄁
𡽶	𡽶 𡽶󠄁 𡽶󠄂
𡿖	𡿖 𡿖󠄀 𡿖󠄁
𡿧	𡿧 𡿧󠄀 𡿧󠄁
𡿩	𡿩 𡿩󠄀 𡿩󠄁
𡿮	𡿮 𡿮󠄀 𡿮󠄁 𡿮󠄂
𢀩	𢀩 𢀩󠄀 𢀩󠄁
𢀴	𢀴 𢀴󠄀 𢀴󠄁
𢀷	𢀷 𢀷󠄀 𢀷󠄁
𢆟	𢆟 𢆟󠄀 𢆟󠄁
𢆰	𢆰 𢆰󠄀 𢆰󠄁
𢈻	𢈻 𢈻󠄀 𢈻󠄁
𢉖	𢉖 𢉖󠄀 𢉖󠄁
𢋱	𢋱 𢋱󠄀 𢋱󠄁
𢋿	𢋿 𢋿󠄀 𢋿󠄁
𢌛	𢌛 𢌛󠄀 𢌛󠄁
𢌱	𢌱 𢌱󠄀 𢌱󠄁 𢌱󠄂
𢍁	𢍁 𢍁󠄀 𢍁󠄁
𢓭	𢓭 𢓭󠄀 𢓭󠄁
𢔷	𢔷 𢔷󠄀 𢔷󠄁
𢕒	𢕒 𢕒󠄀 𢕒󠄁
𢛔	𢛔 𢛔󠄀 𢛔󠄁
𢟺	𢟺 𢟺󠄀 𢟺󠄁
𢠵	𢠵 𢠵󠄀 𢠵󠄁
𢡃	𢡃 𢡃󠄀 𢡃󠄁
𢡚	𢡚 𢡚󠄀 𢡚󠄁
𢢔	𢢔 𢢔󠄀 𢢔󠄁
𢤦	𢤦 𢤦󠄀 𢤦󠄁
𢦅	𢦅 𢦅󠄀 𢦅󠄁
𢯱	𢯱 𢯱󠄀 𢯱󠄁
𢰝	𢰝 𢰝󠄁 𢰝󠄂
𢱲	𢱲 𢱲󠄀 𢱲󠄁
𢴼	𢴼 𢴼󠄀 𢴼󠄁
𢶊	𢶊 𢶊󠄀 𢶊󠄁
𢷐	𢷐 𢷐󠄀 𢷐󠄁
𢸉	𢸉 𢸉󠄀 𢸉󠄁
𢸭	𢸭 𢸭󠄀 𢸭󠄁
𢻬	𢻬 𢻬󠄀 𢻬󠄁
𢼢	𢼢 𢼢󠄀 𢼢󠄁
𢿌	𢿌 𢿌󠄀 𢿌󠄁
𢿘	𢿘 𢿘󠄀 𢿘󠄁
𢿙	𢿙 𢿙󠄀 𢿙󠄁
𢿠	𢿠 𢿠󠄀 𢿠󠄁
𣁝	𣁝 𣁝󠄀 𣁝󠄁
𣂰	𣂰 𣂰󠄀 𣂰󠄁
𣃔	𣃔 𣃔󠄀 𣃔󠄁
𣄆	𣄆 𣄆󠄀 𣄆󠄁
𣄞	𣄞 𣄞󠄀 𣄞󠄁
𣄢	𣄢 𣄢󠄀 𣄢󠄁
𣅍	𣅍 𣅍󠄀 𣅍󠄁
𣊸	𣊸 𣊸󠄀 𣊸󠄁
𣍟	𣍟 𣍟󠄀 𣍟󠄁
𣍮	𣍮 𣍮󠄀 𣍮󠄁
𣎵	𣎵 𣎵󠄀 𣎵󠄁
𣏒	𣏒 𣏒󠄁 𣏒󠄂
𣏠	𣏠 𣏠󠄀 𣏠󠄁
𣑭	𣑭 𣑭󠄀 𣑭󠄁
𣓉	𣓉 𣓉󠄀 𣓉󠄁
𣔱	𣔱 𣔱󠄀 𣔱󠄁
𣕚	𣕚 𣕚󠄁 𣕚󠄂
𣗄	𣗄 𣗄󠄂 𣗄󠄃 𣗄󠄄
𣘦	𣘦 𣘦󠄀 𣘦󠄁
𣘸	𣘸 𣘸󠄁 𣘸󠄂
𣚣	𣚣 𣚣󠄀 𣚣󠄁
𣜜	𣜜 𣜜󠄁 𣜜󠄂
𣜿	𣜿 𣜿󠄁 𣜿󠄂
𣝋	𣝋 𣝋󠄀 𣝋󠄁
𣝤	𣝤 𣝤󠄁 𣝤󠄂
𣞀	𣞀 𣞀󠄀 𣞀󠄁
𣟧	𣟧 𣟧󠄁 𣟧󠄂
𣟳	𣟳 𣟳󠄀 𣟳󠄁
𣢧	𣢧 𣢧󠄀 𣢧󠄁
𣥩	𣥩 𣥩󠄀 𣥩󠄁 𣥩󠄂
𣩣	𣩣 𣩣󠄀 𣩣󠄁
𣩴	𣩴 𣩴󠄀 𣩴󠄁
𣪍	𣪍 𣪍󠄀 𣪍󠄁
𣮬	𣮬 𣮬󠄀 𣮬󠄁
𣰐	𣰐 𣰐󠄀 𣰐󠄁
𣱵	𣱵 𣱵󠄀 𣱵󠄁 𣱵󠄂
𣲨	𣲨 𣲨󠄀 𣲨󠄁
𣳾	𣳾 𣳾󠄁 𣳾󠄂 𣳾󠄃
𣵠	𣵠 𣵠󠄀 𣵠󠄁
𣵽	𣵽 𣵽󠄀 𣵽󠄁
𣷹	𣷹 𣷹󠄁 𣷹󠄂
𣸲	𣸲 𣸲󠄀 𣸲󠄁
𣼛	𣼛 𣼛󠄀 𣼛󠄁 𣼛󠄂 𣼛󠄃 𣼛󠄄 𣼛󠄅
𤂣	𤂣 𤂣󠄀 𤂣󠄁
𤄸	𤄸 𤄸󠄀 𤄸󠄁
𤉣	𤉣 𤉣󠄀 𤉣󠄁
𤊅	𤊅 𤊅󠄀 𤊅󠄁 𤊅󠄂
𤋮	𤋮 𤋮󠄂 𤋮󠄃
𤏁	𤏁 𤏁󠄀 𤏁󠄁 𤏁󠄂
𤔐	𤔐 𤔐󠄀 𤔐󠄁
𤔔	𤔔 𤔔󠄀 𤔔󠄁
𤕤	𤕤 𤕤󠄀 𤕤󠄁
𤕨	𤕨 𤕨󠄀 𤕨󠄁
𤜵	𤜵 𤜵󠄀 𤜵󠄁
𤰞	𤰞 𤰞󠄀 𤰞󠄁 𤰞󠄂 𤰞󠄃
𤱫	𤱫 𤱫󠄀 𤱫󠄁
𤲃	𤲃 𤲃󠄀 𤲃󠄁 𤲃󠄂
𤳿	𤳿 𤳿󠄀 𤳿󠄁
𤴡	𤴡 𤴡󠄀 𤴡󠄁
𤴸	𤴸 𤴸󠄀 𤴸󠄁
𤺄	𤺄 𤺄󠄀 𤺄󠄁
𥁄	𥁄 𥁄󠄀 𥁄󠄁
𥃲	𥃲 𥃲󠄀 𥃲󠄁
𥃳	𥃳 𥃳󠄀 𥃳󠄁
𥄂	𥄂 𥄂󠄀 𥄂󠄁 𥄂󠄂
𥆒	𥆒 𥆒󠄀 𥆒󠄁
𥉌	𥉌 𥉌󠄁 𥉌󠄂
𥉏	𥉏 𥉏󠄀 𥉏󠄁
𥘇	𥘇 𥘇󠄀 𥘇󠄁
𥘦	𥘦 𥘦󠄀 𥘦󠄁
𥘬	𥘬 𥘬󠄀 𥘬󠄁
𥘰	𥘰 𥘰󠄀 𥘰󠄁
𥙮	𥙮 𥙮󠄀 𥙮󠄁 𥙮󠄂
𥛆	𥛆 𥛆󠄀 𥛆󠄁 𥛆󠄂
𥛙	𥛙 𥛙󠄀 𥛙󠄁
𥛜	𥛜 𥛜󠄀 𥛜󠄁
𥛲	𥛲 𥛲󠄀 𥛲󠄁
𥜅	𥜅 𥜅󠄀 𥜅󠄁
𥜒	𥜒 𥜒󠄀 𥜒󠄁
𥜦	𥜦 𥜦󠄀 𥜦󠄁
𥞩	𥞩 𥞩󠄁 𥞩󠄂
𥞴	𥞴 𥞴󠄁 𥞴󠄂
𥠵	𥠵 𥠵󠄀 𥠵󠄁
𥨫	𥨫 𥨫󠄀 𥨫󠄁
𥪧	𥪧 𥪧󠄀 𥪧󠄁
𥫔	𥫔 𥫔󠄀 𥫔󠄁
𥫡	𥫡 𥫡󠄀 𥫡󠄁
𥭟	𥭟 𥭟󠄀 𥭟󠄁
𥮫	𥮫 𥮫󠄀 𥮫󠄁
𥯿	𥯿 𥯿󠄀 𥯿󠄁
𥱋	𥱋 𥱋󠄁 𥱋󠄂
𥲀	𥲀 𥲀󠄀 𥲀󠄁
𥹏	𥹏 𥹏󠄀 𥹏󠄁
𥺛	𥺛 𥺛󠄀 𥺛󠄁
𥾆	𥾆 𥾆󠄀 𥾆󠄁
𥾞	𥾞 𥾞󠄀 𥾞󠄁
𦃈	𦃈 𦃈󠄀 𦃈󠄁
𦆢	𦆢 𦆢󠄀 𦆢󠄁
𦇗	𦇗 𦇗󠄀 𦇗󠄁
𦇚	𦇚 𦇚󠄀 𦇚󠄁
𦈢	𦈢 𦈢󠄁 𦈢󠄂 𦈢󠄃
𦈨	𦈨 𦈨󠄀 𦈨󠄁
𦉇	𦉇 𦉇󠄀 𦉇󠄁
𦉳	𦉳 𦉳󠄀 𦉳󠄁
𦊋	𦊋 𦊋󠄀 𦊋󠄁
𦋙	𦋙 𦋙󠄀 𦋙󠄁
𦎱	𦎱 𦎱󠄀 𦎱󠄁
𦏁	𦏁 𦏁󠄀 𦏁󠄁 𦏁󠄂
𦐇	𦐇 𦐇󠄀 𦐇󠄁
𦐈	𦐈 𦐈󠄀 𦐈󠄁
𦑢	𦑢 𦑢󠄀 𦑢󠄁
𦒳	𦒳 𦒳󠄀 𦒳󠄁
𦔘	𦔘 𦔘󠄀 𦔘󠄁
𦖢	𦖢 𦖢󠄀 𦖢󠄁
𦚨	𦚨 𦚨󠄀 𦚨󠄁
𦚯	𦚯 𦚯󠄀 𦚯󠄁
𦝫	𦝫 𦝫󠄀 𦝫󠄁
𦡳	𦡳 𦡳󠄀 𦡳󠄁
𦢪	𦢪 𦢪󠄀 𦢪󠄁
𦢫	𦢫 𦢫󠄀 𦢫󠄁
𦢼	𦢼 𦢼󠄀 𦢼󠄁
𦤝	𦤝 𦤝󠄀 𦤝󠄁
𦤼	𦤼 𦤼󠄀 𦤼󠄁
𦥛	𦥛 𦥛󠄀 𦥛󠄁
𦥳	𦥳 𦥳󠄀 𦥳󠄁
𦥷	𦥷 𦥷󠄀 𦥷󠄁
𦧠	𦧠 𦧠󠄀 𦧠󠄁
𦪭	𦪭 𦪭󠄀 𦪭󠄁
𦬊	𦬊 𦬊󠄀 𦬊󠄁
𦬞	𦬞 𦬞󠄀 𦬞󠄁
𦬠	𦬠 𦬠󠄀 𦬠󠄁 𦬠󠄂
𦮠	𦮠 𦮠󠄀 𦮠󠄁
𦯌	𦯌 𦯌󠄀 𦯌󠄁
𦰩	𦰩 𦰩󠄁 𦰩󠄂
𦱤	𦱤 𦱤󠄀 𦱤󠄁
𦱳	𦱳 𦱳󠄁 𦱳󠄂 𦱳󠄃
𦳝	𦳝 𦳝󠄁 𦳝󠄂
𦸑	𦸑 𦸑󠄀 𦸑󠄁
𦹀	𦹀 𦹀󠄁 𦹀󠄂
𦹇	𦹇 𦹇󠄀 𦹇󠄁
𦼬	𦼬 𦼬󠄀 𦼬󠄁
𦼯	𦼯 𦼯󠄀 𦼯󠄁 𦼯󠄂
𦾏	𦾏 𦾏󠄀 𦾏󠄁
𦾔	𦾔 𦾔󠄁 𦾔󠄂
𦾱	𦾱 𦾱󠄀 𦾱󠄁
𦿔	𦿔 𦿔󠄀 𦿔󠄁
𦿸	𦿸 𦿸󠄁 𦿸󠄂
𧀹	𧀹 𧀹󠄀 𧀹󠄁
𧃴	𧃴 𧃴󠄁 𧃴󠄂
𧄍	𧄍 𧄍󠄁 𧄍󠄂
𧄹	𧄹 𧄹󠄁 𧄹󠄂
𧅱	𧅱 𧅱󠄀 𧅱󠄁
𧇽	𧇽 𧇽󠄀 𧇽󠄁
𧈪	𧈪 𧈪󠄀 𧈪󠄁
𧊜	𧊜 𧊜󠄀 𧊜󠄁
𧊷	𧊷 𧊷󠄀 𧊷󠄁
𧋝	𧋝 𧋝󠄀 𧋝󠄁
𧌊	𧌊 𧌊󠄀 𧌊󠄁
𧍩	𧍩 𧍩󠄀 𧍩󠄁
𧏊	𧏊 𧏊󠄀 𧏊󠄁
𧏾	𧏾 𧏾󠄁 𧏾󠄂
𧐂	𧐂 𧐂󠄀 𧐂󠄁
𧔥	𧔥 𧔥󠄀 𧔥󠄁
𧘂	𧘂 𧘂󠄀 𧘂󠄁
𧘎	𧘎 𧘎󠄀 𧘎󠄁
𧘙	𧘙 𧘙󠄀 𧘙󠄁
𧙧	𧙧 𧙧󠄀 𧙧󠄁
𧛔	𧛔 𧛔󠄀 𧛔󠄁
𧜁	𧜁 𧜁󠄀 𧜁󠄁
𧜅	𧜅 𧜅󠄀 𧜅󠄁
𧜏	𧜏 𧜏󠄀 𧜏󠄁
𧝓	𧝓 𧝓󠄀 𧝓󠄁
𧝱	𧝱 𧝱󠄀 𧝱󠄁
𧞪	𧞪 𧞪󠄀 𧞪󠄁
𧞸	𧞸 𧞸󠄀 𧞸󠄁
𧟨	𧟨 𧟨󠄀 𧟨󠄁
𧥦	𧥦 𧥦󠄀 𧥦󠄁
𧧚	𧧚 𧧚󠄀 𧧚󠄁
𧩮	𧩮 𧩮󠄀 𧩮󠄁
𧩻	𧩻 𧩻󠄀 𧩻󠄁
𧪮	𧪮 𧪮󠄀 𧪮󠄁
𧫢	𧫢 𧫢󠄀 𧫢󠄁
𧬯	𧬯 𧬯󠄀 𧬯󠄁
𧮇	𧮇 𧮇󠄀 𧮇󠄁
𧯆	𧯆 𧯆󠄀 𧯆󠄁
𧯌	𧯌 𧯌󠄀 𧯌󠄁
𧯾	𧯾 𧯾󠄀 𧯾󠄁
𧲨	𧲨 𧲨󠄀 𧲨󠄁
𧴪	𧴪 𧴪󠄀 𧴪󠄁
𧵍	𧵍 𧵍󠄀 𧵍󠄁
𧸙	𧸙 𧸙󠄀 𧸙󠄁
𧸽	𧸽 𧸽󠄀 𧸽󠄁
𧹹	𧹹 𧹹󠄀 𧹹󠄁
𧾨	𧾨 𧾨󠄀 𧾨󠄁
𧿀	𧿀 𧿀󠄀 𧿀󠄁
𨄙	𨄙 𨄙󠄀 𨄙󠄁
𨎊	𨎊 𨎊󠄀 𨎊󠄁
𨐲	𨐲 𨐲󠄀 𨐲󠄁
𨑍	𨑍 𨑍󠄀 𨑍󠄁
𨑒	𨑒 𨑒󠄀 𨑒󠄁
𨑕	𨑕 𨑕󠄁 𨑕󠄂
𨑭	𨑭 𨑭󠄀 𨑭󠄁
𨒂	𨒂 𨒂󠄀 𨒂󠄁
𨒉	𨒉 𨒉󠄀 𨒉󠄁
𨒌	𨒌 𨒌󠄀 𨒌󠄁
𨒭	𨒭 𨒭󠄀 𨒭󠄁
𨒰	𨒰 𨒰󠄀 𨒰󠄁
𨓅	𨓅 𨓅󠄀 𨓅󠄁
𨓍	𨓍 𨓍󠄀 𨓍󠄁
𨓤	𨓤 𨓤󠄀 𨓤󠄁 𨓤󠄂
𨓱	𨓱 𨓱󠄀 𨓱󠄁
𨓵	𨓵 𨓵󠄀 𨓵󠄁
𨔝	𨔝 𨔝󠄀 𨔝󠄁
𨔟	𨔟 𨔟󠄀 𨔟󠄁
𨔧	𨔧 𨔧󠄀 𨔧󠄁
𨔫	𨔫 𨔫󠄀 𨔫󠄁
𨔯	𨔯 𨔯󠄀 𨔯󠄁
𨔰	𨔰 𨔰󠄀 𨔰󠄁
𨕠	𨕠 𨕠󠄀 𨕠󠄁
𨕣	𨕣 𨕣󠄀 𨕣󠄁
𨕥	𨕥 𨕥󠄀 𨕥󠄁
𨕫	𨕫 𨕫󠄁 𨕫󠄂 𨕫󠄃
𨖈	𨖈 𨖈󠄀 𨖈󠄁
𨖊	𨖊 𨖊󠄀 𨖊󠄁
𨖹	𨖹 𨖹󠄀 𨖹󠄁
𨖻	𨖻 𨖻󠄀 𨖻󠄁
𨖿	𨖿 𨖿󠄀 𨖿󠄁
𨗉	𨗉 𨗉󠄁 𨗉󠄂
𨗭	𨗭 𨗭󠄀 𨗭󠄁
𨗱	𨗱 𨗱󠄀 𨗱󠄁
𨘢	𨘢 𨘢󠄀 𨘢󠄁
𨘷	𨘷 𨘷󠄀 𨘷󠄁
𨙂	𨙂 𨙂󠄀 𨙂󠄁
𨙕	𨙕 𨙕󠄀 𨙕󠄁
𨙙	𨙙 𨙙󠄀 𨙙󠄁 𨙙󠄂
𨙚	𨙚 𨙚󠄀 𨙚󠄁 𨙚󠄂
𨙟	𨙟 𨙟󠄀 𨙟󠄁 𨙟󠄂
𨝣	𨝣 𨝣󠄀 𨝣󠄁
𨠋	𨠋 𨠋󠄀 𨠋󠄁
𨥅	𨥅 𨥅󠄀 𨥅󠄁
𨩱	𨩱 𨩱󠄁 𨩱󠄂
𨯯	𨯯 𨯯󠄁 𨯯󠄂
𨳝	𨳝 𨳝󠄁 𨳝󠄂
𨶄	𨶄 𨶄󠄀 𨶄󠄁
𨽁	𨽁 𨽁󠄀 𨽁󠄁
𨿤	𨿤 𨿤󠄀 𨿤󠄁
𩀱	𩀱 𩀱󠄀 𩀱󠄁
𩄮	𩄮 𩄮󠄀 𩄮󠄁
𩅞	𩅞 𩅞󠄀 𩅞󠄁
𩅾	𩅾 𩅾󠄀 𩅾󠄁
𩇕	𩇕 𩇕󠄀 𩇕󠄁
𩈚	𩈚 𩈚󠄀 𩈚󠄁
𩉞	𩉞 𩉞󠄀 𩉞󠄁
𩊓	𩊓 𩊓󠄀 𩊓󠄁
𩍖	𩍖 𩍖󠄀 𩍖󠄁
𩍹	𩍹 𩍹󠄀 𩍹󠄁
𩐚	𩐚 𩐚󠄀 𩐚󠄁
𩐟	𩐟 𩐟󠄀 𩐟󠄁
𩐠	𩐠 𩐠󠄀 𩐠󠄁
𩐢	𩐢 𩐢󠄀 𩐢󠄁
𩐧	𩐧 𩐧󠄀 𩐧󠄁
𩐿	𩐿 𩐿󠄀 𩐿󠄁
𩔤	𩔤 𩔤󠄀 𩔤󠄁
𩔺	𩔺 𩔺󠄀 𩔺󠄁
𩕈	𩕈 𩕈󠄀 𩕈󠄁
𩖶	𩖶 𩖶󠄀 𩖶󠄁
𩘸	𩘸 𩘸󠄀 𩘸󠄁
𩙞	𩙞 𩙞󠄀 𩙞󠄁
𩙺	𩙺 𩙺󠄀 𩙺󠄁
𩚂	𩚂 𩚂󠄀 𩚂󠄁
𩚅	𩚅 𩚅󠄀 𩚅󠄁
𩚈	𩚈 𩚈󠄀 𩚈󠄁
𩚕	𩚕 𩚕󠄀 𩚕󠄁
𩚖	𩚖 𩚖󠄀 𩚖󠄁
𩚩	𩚩 𩚩󠄀 𩚩󠄁
𩚹	𩚹 𩚹󠄀 𩚹󠄁
𩛆	𩛆 𩛆󠄀 𩛆󠄁
𩛞	𩛞 𩛞󠄀 𩛞󠄁
𩛥	𩛥 𩛥󠄀 𩛥󠄁
𩛺	𩛺 𩛺󠄀 𩛺󠄁
𩜆	𩜆 𩜆󠄀 𩜆󠄁
𩜈	𩜈 𩜈󠄀 𩜈󠄁
𩜋	𩜋 𩜋󠄀 𩜋󠄁
